"trials","trial_all","w1","w2","w3","w4","w5","correct","task","trialBlock.thisRepN","trialBlock.thisTrialN","trialBlock.thisN","trialBlock.thisIndex","word_1.started","word_2.started","word_3.started","word_4.started","word_5.started","SAW_choice.x","SAW_choice.y","SAW_choice.leftButton","SAW_choice.midButton","SAW_choice.rightButton","SAW_choice.time","SAW_choice.clicked_name","feedbackText.started","choice_correct","feedbackText.stopped","participant","date","expName","psychopyVersion","frameRate","X"
24,27,"Kleiber","Beikel","Keibel","Reikler","Biekerl","word_1","main",0,26,26,26,181.80767544487,181.80767544487,181.80767544487,181.80767544487,181.80767544487,"[-0.0046875]","[0.30625]","[1]","[0]","[0]","[2.905920202494599]","['word_1']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
25,28,"Igäde","Dägie","Ägide","Digäde","Giad","word_3","main",0,27,27,27,186.215906645404,186.215906645404,186.215906645404,186.215906645404,186.215906645404,"[0.0078125]","[-0.003125]","[1]","[0]","[0]","[2.2705148982349783]","['word_3']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
26,29,"Rixal","Irtax","Rackizie","Matrix","Atrige","word_4","main",0,28,28,28,189.973446695367,189.973446695367,189.973446695367,189.973446695367,189.973446695367,"[-0.0296875]","[-0.1546875]","[1]","[0]","[0]","[2.655386593018193]","['word_4']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
27,30,"Haskisch","Asmisch","Schisma","Rasthmie","Ilschah","word_3","main",0,29,29,29,194.131324534945,194.131324534945,194.131324534945,194.131324534945,194.131324534945,"[0.0296875]","[0.021875]","[1]","[0]","[0]","[2.7047910512192175]","['word_3']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
28,31,"Sallose","Lordose","Dormase","Rollase","Ardierole","word_2","main",0,30,30,30,198.322911418101,198.322911418101,198.322911418101,198.322911418101,198.322911418101,"[-0.040625]","[0.1484375]","[1]","[0]","[0]","[5.410622219904326]","['word_2']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
29,32,"Intranotion","Infranatura","Internodium","Indotalie","Indosta","word_3","main",0,31,31,31,205.236014621332,205.236014621332,205.236014621332,205.236014621332,205.236014621332,"[-0.0171875]","[0.2953125]","[1]","[0]","[0]","[3.2390082866186276]","['word_1']",NA,0,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
30,33,"Idaste","Dastrix","Astike","Sadile","Kasside","word_5","main",0,32,32,32,209.961844398058,209.961844398058,209.961844398058,209.961844398058,209.961844398058,"[-0.009375]","[-0.296875]","[1]","[0]","[0]","[2.906223289493937]","['word_5']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
31,34,"Libration","Kasside","Arlation","Iberation","Tiradon","word_1","main",0,33,33,33,214.370347895718,214.370347895718,214.370347895718,214.370347895718,214.370347895718,"[0.028125]","[0.2859375]","[1]","[0]","[0]","[3.3391517478157766]","['word_1']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
32,35,"Pucker","Keuper","Eucker","Reuspeck","Urkane","word_2","main",0,34,34,34,219.196248328604,219.196248328604,219.196248328604,219.196248328604,219.196248328604,"[-0.096875]","[-0.153125]","[1]","[0]","[0]","[4.525595774350222]","['word_4']",NA,0,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
33,36,"Sickaber","Bassiker","Kassiber","Sassiker","Askiber","word_3","main",0,35,35,35,225.22441585199,225.22441585199,225.22441585199,225.22441585199,225.22441585199,"[-0.0578125]","[0.134375]","[1]","[0]","[0]","[3.9576579491840675]","['word_2']",NA,0,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
34,37,"Alquallon","Lisqualien","Talquallen","Quisquilien","Rielquellen","word_4","main",0,36,36,36,230.701465433522,230.701465433522,230.701465433522,230.701465433522,230.701465433522,"[0.065625]","[-0.1625]","[1]","[0]","[0]","[2.3716564616188407]","['word_4']",NA,1,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
35,38,"Berkiza","Brekzie","Birakzie","Brikazie","Bakiria","word_2","main",0,37,37,37,234.559041180415,234.559041180415,234.559041180415,234.559041180415,234.559041180415,"[-0.0109375]","[-0.1703125]","[1]","[0]","[0]","[6.345794965047389]","['word_4']",NA,0,NA,103,"2022-12-19_13h10.07.304","SAW","2022.2.4",59.8718615937031,NA
