"trials","trial_all","w1","w2","w3","w4","w5","correct","task","trialBlock.thisRepN","trialBlock.thisTrialN","trialBlock.thisN","trialBlock.thisIndex","word_1.started","word_2.started","word_3.started","word_4.started","word_5.started","SAW_choice.x","SAW_choice.y","SAW_choice.leftButton","SAW_choice.midButton","SAW_choice.rightButton","SAW_choice.time","SAW_choice.clicked_name","feedbackText.started","choice_correct","feedbackText.stopped","participant","date","expName","psychopyVersion","frameRate","X"
18,21,"Adept","Padet","Edapt","Epatt","Taped","word_1","main",0,20,20,20,244.429314186331,244.429314186331,244.429314186331,244.429314186331,244.429314186331,"[0.046875]","[0.28125]","[1]","[0]","[0]","[6.8288411782705225]","['word_1']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
19,22,"Spirine","Saprin","Parsin","Purin","Asprint","word_4","main",0,21,21,21,252.728649608034,252.728649608034,252.728649608034,252.728649608034,252.728649608034,"[0.0140625]","[0.0140625]","[1]","[0]","[0]","[5.443983274744824]","['word_3']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
20,23,"Kulon","Solgun","Koskan","Soran","Klonus","word_5","main",0,22,22,22,259.658804900828,259.658804900828,259.658804900828,259.658804900828,259.658804900828,"[-0.0265625]","[-0.284375]","[1]","[0]","[0]","[11.354641255689785]","['word_5']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
21,24,"Tronke","Nocktherm","Teronk","Komtur","Rocktur","word_4","main",0,23,23,23,272.499992142199,272.499992142199,272.499992142199,272.499992142199,272.499992142199,"[0.0203125]","[-0.3171875]","[1]","[0]","[0]","[5.226878072775435]","['word_5']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
22,25,"Ripat","Patinatte","Tapir","Apitt","Padir","word_3","main",0,24,24,24,279.21282670449,279.21282670449,279.21282670449,279.21282670449,279.21282670449,"[0.0140625]","[0.0046875]","[1]","[0]","[0]","[6.128880916279741]","['word_3']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
23,26,"Akifer","Fiaker","Kiaffa","Sariffer","Refisker","word_2","main",0,25,25,25,286.827454675687,286.827454675687,286.827454675687,286.827454675687,286.827454675687,"[0.015625, 0.0359375]","[-0.0328125, 0.290625]","[1, 1]","[0, 0]","[0, 0]","[5.426512636477128, 9.634653840970714]","['word_1']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
24,27,"Kleiber","Beikel","Keibel","Reikler","Biekerl","word_1","main",0,26,26,26,297.965447444527,297.965447444527,297.965447444527,297.965447444527,297.965447444527,"[0.0015625]","[0.178125]","[1]","[0]","[0]","[6.479626622516662]","['word_2']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
25,28,"Igäde","Dägie","Ägide","Digäde","Giad","word_3","main",0,27,27,27,305.930525411677,305.930525411677,305.930525411677,305.930525411677,305.930525411677,"[0.025, 0.015625]","[-0.18125, -0.1546875]","[1, 1]","[0, 0]","[0, 0]","[12.52420349867316, 13.676458353467751]","['word_4']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
26,29,"Rixal","Irtax","Rackizie","Matrix","Atrige","word_4","main",0,28,28,28,321.093306204129,321.093306204129,321.093306204129,321.093306204129,321.093306204129,"[0.046875]","[-0.1765625]","[1]","[0]","[0]","[3.7733185328543186]","['word_4']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
27,30,"Haskisch","Asmisch","Schisma","Rasthmie","Ilschah","word_3","main",0,29,29,29,326.353267582133,326.353267582133,326.353267582133,326.353267582133,326.353267582133,"[-0.003125]","[0.134375]","[1]","[0]","[0]","[9.55181520228507]","['word_2']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
28,31,"Sallose","Lordose","Dormase","Rollase","Ardierole","word_2","main",0,30,30,30,337.39116018801,337.39116018801,337.39116018801,337.39116018801,337.39116018801,"[0.034375]","[-0.146875]","[1]","[0]","[0]","[8.049073147238232]","['word_4']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
29,32,"Intranotion","Infranatura","Internodium","Indotalie","Indosta","word_3","main",0,31,31,31,346.943030234601,346.943030234601,346.943030234601,346.943030234601,346.943030234601,"[0.125]","[-0.0171875]","[1]","[0]","[0]","[9.117121783550829]","['word_3']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
30,33,"Idaste","Dastrix","Astike","Sadile","Kasside","word_5","main",0,32,32,32,357.54643661133,357.54643661133,357.54643661133,357.54643661133,357.54643661133,"[0.034375]","[-0.003125]","[1]","[0]","[0]","[8.299813625577372]","['word_3']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
31,34,"Libration","Kasside","Arlation","Iberation","Tiradon","word_1","main",0,33,33,33,367.331919675868,367.331919675868,367.331919675868,367.331919675868,367.331919675868,"[0.0375]","[0.2984375]","[1]","[0]","[0]","[8.13145410863217]","['word_1']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
32,35,"Pucker","Keuper","Eucker","Reuspeck","Urkane","word_2","main",0,34,34,34,376.950403105642,376.950403105642,376.950403105642,376.950403105642,376.950403105642,"[-0.0453125]","[0.296875]","[1]","[0]","[0]","[9.985388963192236]","['word_1']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
33,36,"Sickaber","Bassiker","Kassiber","Sassiker","Askiber","word_3","main",0,35,35,35,388.422347355634,388.422347355634,388.422347355634,388.422347355634,388.422347355634,"[-0.05, -0.0234375]","[0.0296875, 0.0015625]","[1, 1]","[0, 0]","[0, 0]","[7.665304753172677, 8.8673309776932]","['word_3']",NA,1,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
34,37,"Alquallon","Lisqualien","Talquallen","Quisquilien","Rielquellen","word_4","main",0,36,36,36,398.775517757516,398.775517757516,398.775517757516,398.775517757516,398.775517757516,"[-0.00625]","[0.1484375]","[1]","[0]","[0]","[5.760250192659441]","['word_2']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
35,38,"Berkiza","Brekzie","Birakzie","Brikazie","Bakiria","word_2","main",0,37,37,37,406.022741464898,406.022741464898,406.022741464898,406.022741464898,406.022741464898,"[0.053125]","[-0.159375]","[1]","[0]","[0]","[6.930236436717678]","['word_4']",NA,0,NA,101,"2022-12-19_09h37.20.233","SAW","2022.2.4",59.888536733129,NA
